CODE,PRODUCT_NAME,ATC_CODE,DOSAGE_FORM,PACK_SIZE,PACK_PRICE
721189001,PHYSIOMER BABY MIST 1,R01AX10,NASAL SPRAY,1,159.68
721190001,BRINTELLIX,N06AX26,TABLET,28,493.41
721192001,MEXITIL (SECTION 21),C01BB02,CAPSULE,100,
721194001,TRUBIOTIC,A07FA51,CAPSULE,10,82.8
721194002,TRUBIOTIC,A07FA51,CAPSULE,30,151.42
721195001,MYLAN SUFENTANIL,N01AH03,INJECTION,10,3369.88
721196001,MYLAN SUFENTANIL,N01AH03,INJECTION,10,587.59
721197001,HEFTENAM,J05AR06,FILM COATED TABLET,30,325.7
721199001,CLICKS PAY LESS VITAMIN B-COMP,A11EA00,TABLET,30,
721200001,CLICKS PAY LESS MULTIVITAMIN S,A11AA03,TABLET,30,
721201001,CLICKS PAY LESS VITAMIN C SUPP,A11GA01,TABLET,30,
721202001,CLICKS PAY LESS FOLIC ACID SUP,B03BB01,TABLET,60,28.29
721203001,CLICKS PAY LESS PRENATAL SUPPL,A11AA03,TABLET,60,
721205001,CLICKS FRUIT SALTS EFF,G04BX00,GRANULES,200,
721206001,CLICKS MSM SUPPLEMENT,M01AX00,TABLET,60,
721207001,CLICKS PAY LESS MULTIVITAMIN,A11AA03,SYRUP,100,31.94
721208001,MEMOR,N06DX01,TABLET,60,353.97
721209001,MIRADEP,N06AX11,TABLET,30,266.56
721210001,MIRADEP,N06AX11,TABLET,30,405.01
721211001,CHILDRENS MULTI VITAMIN,A11BA01,SYRUP,100,8.74
721213001,CHILDREN'S VITAMIN B COMPLEX,A11EA00,SYRUP,100,
721218001,DISC ORALTEK ALTERNARIA,V01AA20,SPRAYS ORAL SYSTEMIC,1,2421.3
721221001,ACETIC ACID,S02AA10,LOCAL APPLICATION,500,
721222001,INFULGAN (NAMIBIA),N02BE01,INFUSION,1,
721223001,C-TRI (NAMIBIA),J01DD04,POWDER FOR INJ,1,41.73
721224001,PROBIFLORA INFANT REGULAR,A07FA51,DROPS,5,152.39
721226001,MONKEY CHILDRENS MULTI VITAMIN,A11BA01,CHEW TABLET,30,
721227001,MONKEY CHILDRENS VITAMIN  D,A12AX00,CHEW TABLET,30,
721229001,MONKEY CHILDRENS VITAMIN C,A11GA01,CHEW TABLET,30,
721232001,SINUBOT IRRIGATION SYSTEM,R01AX10,KIT,1,202.75
721233001,SINUPOT IRRIGATION SYSTEM,R01AX10,KIT,1,266
721234001,NASOSALT,R01AX10,SACHET,60,167.79
721235001,CLICKS PAY LESS CALCIUM,A12AA00,TABLET,30,
721236001,CLICKS EFFERVESCENT,G04BX00,GRANULES,120,60.23
721248001,PURE INFANT NAPPY CREAM,D02AC00,CREAM,100,72.9
721249001,MYO2 (TUBE IN GRAMS),M02AX10,JEL TOPICAL EXTERNAL,100,68.94
721250001,PURE DAILY FLORA 12 STRAINS,A07FA51,CAPSULE,30,
721251001,PURE DAILY INTENSIVE FLORA 15,A07FA51,CAPSULE,30,
721252001,PURE GUT RESCUE FLORA 30 STRAI,A07FA51,CAPSULE,30,
721253001,MICOVAR ORAL (NAMIBIA),A01AB09,GELS ORAL TOPICAL,40,138.85
721254001,MICORT (NAMIBIA),D01AC52,CREAM,15,133.33
721258001,MYOPRIN,B01AC06,TABLET,30,34.24
721259001,NORMOTEN,C09CA01,TABLET,30,75
721260001,NORMOTEN,C09CA01,TABLET,30,87.89
721261001,SPORT CHAFING CREAM,D11AX00,CREAM,50,
721261002,SPORT CHAFING CREAM,D11AX00,CREAM,100,
721262001,SPORT BLISTER & WOUND GEL,D08AX00,JEL TOPICAL EXTERNAL,100,
721263001,SPORT AFTER SUN LIQUID-GEL,D02BA00,JEL TOPICAL EXTERNAL,100,
721264001,SPORT SWIMMERS EAR LIQUID,S02DC00,EAR DROPS,1,
721265001,BRIDION,V03AB35,INJECTION,10,9419.75
721266001,THIOSPOT SKIN ROLLER,D02AC00,LOTION,5,287.5
721267001,PENTASA,A07EC02,ENEMA,7,519.9
721268001,CLARITHROMYCIN UNICORN XL,J01FA09,SLOW RELEASE TABLET,5,123.1
721269001,MONTELUKAST UNICORN,R03DC03,FILM COATED TABLET,28,203.57
721270001,PANTOPRAZOLE UNICORN,A02BC02,ENTERIC COATED TAB,28,129.96
721270002,PANTOPRAZOLE UNICORN,A02BC02,ENTERIC COATED TAB,14,64.99
721273001,PANTOPRAZOLE UNICORN,A02BC02,ENTERIC COATED TAB,28,181.1
721274001,TEETH GUMS AND BONES,A11AA03,CAPSULE,90,
721274002,TEETH GUMS AND BONES,A11AA03,CAPSULE,60,
721276001,BOLDO SLIMMING TABLETS,V03AX00,TABLET,50,
721277001,BUDONEB,R03BA02,UNI DOSE VIAL,20,252.83
721278001,BUDONEB,R03BA02,UNI DOSE VIAL,20,364.91
721279001,PUREGON,G03GA06,INJECTION,1,1429.66
721280001,ERWINASE (SECTION 21),L01XX02,INJECTION,5,74896.05
721281001,ARRIE NEL CAL-MAG,A12AX00,TABLET,60,
721282001,ARRIE NEL FAMILY MULTIVITAMIN,A11AA03,TABLET,60,
721283001,ARRIE NEL FLAXSEED CAPSULES,C10AX00,CAPSULE,90,
721284001,ARRIE NEL OMEGA 3 & 6,C10AX06,CAPSULE,60,
721286001,ARRIE NEL PROBIOTIC 9 STRAIN,A07FA51,CAPSULE,30,
721287001,TURBO FREEZE THERAPEUTIC,M02AC00,JEL TOPICAL EXTERNAL,1,112
721289001,AKNICARE TREATMENT,D10AX00,LOTION,25,344
721290001,AKNICARE CB CHEST AND BACK,D10AX00,SPRAY,1,471.99
721291001,AKNICARE,D10AX00,CREAM,50,320
721292001,GLYCO-THYMOL CO MOUTHWASH,A01AB11,SOLUTION BREAKABLE,100,11.33
721293001,BRIMOCT,S01EA05,OPHTHALMIC DROPS,1,188.88
721294001,HALOPERIDOL (SECTION 21),N05AD01,INJECTION,5,323.38
721295001,NUTRATOPIC PRO-AMP,D02AX00,LOTION,400,395.4
721296001,FORTIVA,N01AH06,POWDER FOR INJ,5,413.87
721297001,FORTIVA,N01AH06,POWDER FOR INJ,5,772.98
721298001,DPN IV,N07BB00,INFUSION,10,
721299001,FORTIVA,N01AH06,POWDER FOR INJ,5,2088.81
721300001,MONTEFLO,R03DC03,CHEW TABLET,30,168.9
721302001,MONTEFLO,R03DC03,CHEW TABLET,30,168.9
721303001,MONTEFLO,R03DC03,FILM COATED TABLET,30,168.9
721304001,SANDOZ VINORELBINE,L01CA04,INJECTION,1,266.79
721305001,SANDOZ VINORELBINE,L01CA04,INJECTION,1,1334.13
721306001,BETA ALANINE,A16AA00,POWDER (GALENICAL),1000,
721308001,CREATINE MONOHYDRATE,A16AA00,POWDER (GALENICAL),1000,
721309001,DHEA,G03XX01,POWDER (GALENICAL),1000,
721310001,GABA,A16AA00,POWDER (GALENICAL),1000,
721311001,L-GLUTAMINE,A16AA03,POWDER (GALENICAL),1000,
721312001,GLYCINE,V06DD00,POWDER (GALENICAL),1000,
721313001,GREEN TEA EXTRACT,V03AX00,POWDER (GALENICAL),1000,
721314001,5HTP (GRIFFONIA SEED),V06DX00,POWDER (GALENICAL),1000,
721315001,L-ISOLEUCINE,A16AA00,POWDER (GALENICAL),1000,
721316001,7-KETO-DHEA ACETATE,G03XX01,POWDER (GALENICAL),1000,
721317001,LIDOCAINE BASE,D04AB01,POWDER (GALENICAL),1000,
721318001,LITHIUM OROTATE,V03AX00,POWDER (GALENICAL),1000,
721319001,L-LEUCINE,A16AA00,POWDER (GALENICAL),1000,
721320001,L-TAURINE,A16AA00,POWDER (GALENICAL),1000,
721321001,MELATONIN,N05CH01,POWDER (GALENICAL),1000,
721322001,MINOXIDIL,D11AX01,POWDER (GALENICAL),1000,
721323001,MSM,M01AX00,POWDER (GALENICAL),1000,
721325001,TEMOCIL,V07AX00,SOAP,1,
721326001,CLOSOLVE,B01AC04,FILM COATED TABLET,30,223.61
721327001,N-ACETYL L-CARNITINE HCL,A16AA01,POWDER (GALENICAL),1000,
721329001,ACNE WASH,D10AX00,LOTION,180,737.99
721330001,ALKALINE WASH,Z01AA10,POWDER EXTERNAL USE,60,2569
721331001,BETA GEL,D10AX00,JEL TOPICAL EXTERNAL,30,742.99
721332001,DIRECT DELIVERY VITAMIN C,D02AX00,JEL TOPICAL EXTERNAL,30,1297.99
721333001,SOLAR DAMAGE GEL,D02BA00,JEL TOPICAL EXTERNAL,60,382
721334002,MELANOPLEX DROPS,D02AX00,DROPS,30,1052
721335001,INFLAMAX,M01AE01,SUSPENSION,100,47.76
721342001,UMHLATAZE VITAMIN C,A11GA01,TABLET,100,38
721343001,NALTREXONE HCL,N07BB04,POWDER (GALENICAL),100,
721345001,PHENIBUT,N06BX22,POWDER (GALENICAL),1000,
721346001,PREGNENOLONE,V03AX00,POWDER (GALENICAL),1000,
721347001,PROGESTERONE,G03DA04,POWDER (GALENICAL),1000,
721348001,TAURINE,A16AA00,POWDER (GALENICAL),1000,
721349001,TESTOSTERONE BASE,G03BA03,POWDER,1000,
721350001,TETRACAINE,D04AB06,POWDER (GALENICAL),1000,
721351001,L-THEANINE,V03AX00,POWDER (GALENICAL),1000,
721352001,L-TYROSINE,V03AX00,POWDER (GALENICAL),1000,
721353001,L-VALINE,A16AA00,POWDER (GALENICAL),1000,
721354001,VITAMIN D3,A11CC05,POWDER (GALENICAL),1000,
721360017,DRISTAN,R01BA53,TABLET,24,55.55
721361001,COMPOUND THYMOL GLYCERINE BP,A01AB11,LOCAL APPLICATION,500,48.44
721361002,COMPOUND THYMOL GLYCERINE BP,A01AB11,LOCAL APPLICATION,100,19.3
721362001,LANOXIN PG ELIXIR (SECTION 21),C01AA05,SYRUP,60,
721363001,CALCIUM GLUCONATE (SECTION 21),A12AA03,INJECTION,20,
721366001,FOLIC ACID,B03BB01,TABLET,100,15.95
721366002,DISC FOLIC ACID,B03BB01,TABLET,5000,155.81
721367001,PYRIDOXINE,A11HA02,TABLET,1000,262.48
721369001,ATAZOR (NAMIBIA),J05AE08,CAPSULE,60,
721370001,ATAZOR (NAMIBIA),J05AE08,CAPSULE,60,
721371002,ATAZOR (NAMIBIA),J05AE08,CAPSULE,30,
721372001,ATAZOR-R (NAMIBIA),J05AR23,CAPSULE,30,569.25
721373001,VONAVIR (NAMIBIA),J05AR06,TABLET,30,
721374001,EFCURE (NAMIBIA),J05AG03,TABLET,30,
721375001,FLU BUSTER,A11AA03,KIT,1,209.99
721376001,FLUORODOPA F18 (S21),V09IX05,VIAL,10,8625
721378001,ADCO-MEROPENEM,J01DH02,POWDER FOR INJ,1,41.6
721380001,ADCO-MEROPENEM,J01DH02,POWDER FOR INJ,1,83.16
721383001,TURBO FREEZE THERAPEUTIC PAIN,M02AC00,JEL TOPICAL EXTERNAL,500,308.99
721383002,TURBO FREEZE THERAPEUTIC PAIN,M02AC00,JEL TOPICAL EXTERNAL,100,93.99
721387004,DRISTAN LONG LASTING,R01AA05,NASAL SPRAY,1,67.09
721391001,PAZORAM,N04BC05,TABLET,100,1589.97
721392001,PAZORAM,N04BC05,TABLET,100,483.2
721393001,PAZORAM,N04BC05,TABLET,100,396.6
721396001,HERBAL PIGMENT OIL,D02AX00,OIL,30,422.99
721397001,SUPER BRIGHT,D02AX00,CREAM,50,1076
721398001,BENZOYL PEROXIDE,D10AE01,LOTION,60,465.99
721399001,BENZOYL PEROXIDE,D10AE01,LOTION,60,506
721400001,CALLOUS CREME,Z01AD04,CREAM,120,1105.99
721401001,CALERASE,Z01AD04,CREAM,60,596
721402001,RAVIAG,G04BE03,TABLET,4,87.65
721403001,RAVIAG,G04BE03,TABLET,4,175.33
721404001,DISC HEPACINAT (SECTION,J05AP08,TABLET,28,2160
721405001,KABRITA 1,V06CA00,POWDER,400,
721406001,KABRITA 2,V06CA00,POWDER (GALENICAL),400,
721407001,KABRITA 3,V06CA00,POWDER (GALENICAL),400,
721409001,MYCAMINE,J02AX05,POWDER FOR INJ,1,1247.35
721410001,MYCAMINE,J02AX05,POWDER FOR INJ,1,767.6
721412001,SEREFLO SYNCHROBREATHE HFA,R03AK06,INHALER,1,149.99
721413001,SEREFLO SYNCHROBREATHE HFA,R03AK06,INHALER,1,202.55
721414001,SEREFLO SYNCHROBREATHE HFA,R03AK06,INHALER,1,272.46
721415001,THROFLAM-CO,A01AD02,SPRAYS ORAL TOPICAL,1,82.71
721418001,CANDID V1 (NAMIBIA),G01AF02,VAGINAL TABLET,1,
721419001,MULTI VITAMINS FOR KIDS,A11AA03,EFFERVESCENT TABLET,20,
721420001,VITAMIN C,A11GA01,EFFERVESCENT TABLET,20,
721421001,MULTIVITAMIN AND MINERAL,A11AA03,EFFERVESCENT TABLET,20,75.28
721422002,TC NANOSCAN (SECTION 21),V090000,INJECTION,1,3695.01
721423001,SURGICAL SCRUB,D08AG02,SCRUB,500,
721428001,PRONTOSAN IRRIGATION,D08AC05,SPRAY,1,147.25
721429001,DISC AKINETON (SECTION 21),N04AA02,INJECTION,5,177
721430001,TRENVIR,J05AR06,FILM COATED TABLET,30,184.2
721431001,GILURYTMAL (SECTION 21),C01BA05,INJECTION,5,
721435001,NUCLEOSEL IMMUNE SUPPORT,A11AB00,POWDER,120,
721436001,NUTRIB COMPLEX,A11EA00,TABLET,60,
721437001,MYLAN BISOPROLOL,C07AB07,TABLET,30,74
721438001,MYLAN BISOPROLOL,C07AB07,TABLET,30,124.34
721439001,GALLIUM CITRATE GA-67 (S21),V09HX01,INJECTION,1,9457.52
721440001,GALLIUM CITRATE GA-67 (S2,V09HX01,INJECTION,1,14078.51
721442001,GALLIUM CITRATE GA-67 (S21),V09HX01,INJECTION,1,22542.3
721443001,MYLAN METFORMIN,A10BA02,FILM COATED TABLET,60,49.91
721444001,BETACLAV,J01CR02,TABLET,15,55.92
721445001,BETACLAV,J01CR02,TABLET,15,98.27
721446001,DISC METHYLENE BLUE (SEC,V03AB17,INJECTION,10,6738.99
721447001,NUTRILITE CAL MAG D PLUS,A12AX00,TABLET,180,381.11
721448001,OMEGA-3 GUMMY,C10AX06,CHEW TABLET,30,70.15
721448002,OMEGA-3 GUMMY,C10AX06,CHEW TABLET,60,103.5
721448003,OMEGA-3 GUMMY,C10AX06,CHEW TABLET,120,181.7
721449001,DISC THALLIUM-201 (SECTI,V09GX01,INJECTION,1,13890.01
721450001,GINKGO BILOBA,N06DX02,CAPSULE,30,
721451001,ST JOHNS' WORT,V03AX00,CAPSULE,60,
721452001,CRANBERRY,V03AX00,TABLET,30,
721452002,CRANBERRY,V03AX00,TABLET,60,
721452003,CRANBERRY,V03AX00,TABLET,90,
721453001,HAIR SKIN & NAILS,A11AA03,CAPSULE,30,
721453002,HAIR SKIN & NAILS,A11AA03,CAPSULE,60,
721453003,HAIR SKIN & NAILS,A11AA03,CAPSULE,90,
721455001,ACTIVATED CHARCOAL,A07BA01,LIQUID,100,
721455002,ACTIVATED CHARCOAL,A07BA01,LIQUID,200,
721456001,COCONUT OIL,V03AX00,CAPSULE,30,
721456002,COCONUT OIL,V03AX00,CAPSULE,60,
721457001,OMEGA 3 & 6,C10AX06,CAPSULE,30,
721457002,OMEGA 3 & 6,C10AX06,CAPSULE,60,
721457003,OMEGA 3 & 6,C10AX06,CAPSULE,90,
721457004,OMEGA 3 & 6,C10AX06,CAPSULE,120,
721458001,OMEGA 3 6 & 9,C10AX06,CAPSULE,30,
721458002,OMEGA 3 6 & 9,C10AX06,CAPSULE,60,
721458003,OMEGA 3 6 & 9,C10AX06,CAPSULE,90,
721458004,OMEGA 3 6 & 9,C10AX06,CAPSULE,120,
721458005,OMEGA 3 6 & 9,C10AX06,CAPSULE,300,
721459001,OMEGA 3,C10AX06,CAPSULE,30,
721459002,OMEGA 3,C10AX06,CAPSULE,60,
721459003,OMEGA 3,C10AX06,CAPSULE,90,
721459004,OMEGA 3,C10AX06,CAPSULE,120,
721459005,OMEGA 3,C10AX06,CAPSULE,300,
721460001,EPROLEP CR 200,N03AG01,SLOW RELEASE TABLET,100,322
721463001,SUPLIMAX FERROFOLIC (NAMIBIA),B03AA07,CAPSULE,30,48.14
721463002,DISC SUPLIMAX FERROFOLIC,B03AA07,CAPSULE,100,55.73
721464001,PROMUCOFF,R05CA12,SYRUP,100,86.95
721464002,PROMUCOFF,R05CA12,SYRUP,200,149.95
721465001,DISC PRIMALIFE,V06DX00,SACHET,30,287.5
721469001,DISC SPAR HYDRATION B/CURRANT,A07CA00,SACHET,6,
721470001,SPAR OMEGA 3,C10AX06,CAPSULE,60,
721474001,SPAR VITAMIN C,A11GA01,TABLET,100,
721475001,ENCIFER (NAMIBIA),B03AC00,INJECTION,5,
721477001,MULTIVITAMIN ADULT MEN,A11AA03,CAPSULE,30,
721478001,MULTIVITAMIN SENIOR MEN 50 PLU,A11AA03,CAPSULE,30,
721479001,MULTIVITAMIN FEMALE ADULT,A11AA03,CAPSULE,30,
721480001,MULTIVITAMIN SENIOR WOMEN 50 P,A11AA03,CAPSULE,30,
721481001,CLA,V03AX00,CAPSULE,30,
721483001,TAZOGEN,J01CR05,POWDER FOR INJ,1,151.89
721485001,SOBALERT,Z01AA05,TABLET,40,
721490001,MEDIRITE CITRIC (UNFLAVOURED),A09AB04,GRANULES,60,
721491001,MEDIRITE BODY SHAKE STRWBERRY,V06DB00,POWDER,450,
721496001,DISC HYDROXYCHLOROQUINE,P01BA02,TABLET,60,597.34
721497001,TRIOLAR,J05AR06,FILM COATED TABLET,30,365.55
721498001,EMTROC,J05AR03,FILM COATED TABLET,30,420.9
721499001,MACLEODS LAMIVUDINE,J05AF05,TABLET,60,155.2
721500001,MACLEODS EFAVIRENZ,J05AG03,TABLET,30,275.46
721501001,DIZOVIN,J05AF01,TABLET,60,441.84
721502001,OPTISULIN PEN,A10AE04,INJECTION,5,726.69
721507001,PREXUM 2.5 PLUS,C09BA04,FILM COATED TABLET,30,115
721508001,PREXUM 10 PLUS (WAS BIOPREXUM),C09BA04,FILM COATED TABLET,30,139.5
721509001,TARGINACT,N02AA55,SLOW RELEASE TABLET,28,459.25
721510001,CEFECT,J01DE01,POWDER FOR INJ,1,262.17
721511001,CEFECT,J01DE01,POWDER FOR INJ,1,489.58
721512001,LINEZOLID SPECPHARM,J01XX08,TABLET,10,7209.82
721513001,ACTIVOVITE PRO4,A07FA51,CAPSULE,10,74.98
721515001,TARGINACT,N02AA55,SLOW RELEASE TABLET,28,584.5
721516001,TARGINACT,N02AA55,SLOW RELEASE TABLET,28,751.5
721517001,TARGINACT,N02AA55,SLOW RELEASE TABLET,28,1169.02
721518001,NUVANAIL,D11AX00,PAINT,1,
721520001,AUBAGIO,L04AK02,FILM COATED TABLET,28,6514.2
721521001,GNC PRO PERFORMANCE BETA-ALANI,A16AA00,TABLET,120,351.69
721522009,DULCOLAX,A06AB02,SUPPOSITORY,10,176.4
721523001,DISC GNC PRO PERFORMANCE AMINO,A16AA00,TABLET,90,68.32
721524001,ATHLONE PHENOXYMETHYLPENICILIN,J01CE02,SUSPENSION,100,27.12
721527001,GNC PRO PERFORMANCE L-CARNITIN,A16AA01,TABLET,60,406.7
721528001,ACUHIST,R06AX27,FILM COATED TABLET,10,49
721528002,ACUHIST,R06AX27,FILM COATED TABLET,30,147.1
721530001,DULCOLAX PAED,A06AB02,SUPPOSITORY,10,150.95
721531001,GNC HERBAL PLUS STANDARDIZED P,V06DX00,CAPSULE,100,450.7
721532001,GNC PHOSPHATIDYL SERINE,V03AX00,CAPSULE,30,503
721533001,DISC 32GI TRUMAG,A16AA01,TABLET,30,100
721534001,GNC HERBAL PLUS FORMULA NATRA,Z01AA05,CAPSULE,100,406.7
721535001,GNC HERBAL PLUS STANDARDIZED E,V06DX00,CAPSULE,100,543
721536001,GNC HERBAL PLUS STANDARDIZED P,Z01AA05,CAPSULE,50,219.7
721537001,GNC HERBAL PLUS WHOLE HERB GIN,Z01AA05,CAPSULE,100,307.71
721538001,GNC HERBAL PLUS WHOLE HERB CAY,Z01AA05,CAPSULE,100,197.7
721540001,AVROKEL,J01MA12,TABLET,5,114.79
721540002,AVROKEL,J01MA12,TABLET,10,229.56
721540003,AVROKEL,J01MA12,TABLET,30,688.69
721541001,AVROKEL,J01MA12,TABLET,5,107.76
721541002,AVROKEL,J01MA12,TABLET,10,215.53
721541003,AVROKEL,J01MA12,TABLET,30,646.55
721544001,COLLOIDAL SILVER,D08AL30,SUSPENSION,500,
721545002,CLONAM,N03AE01,TABLET,84,
721546002,CLONAM,N03AE01,TABLET,84,345.63
721549004,DULCOLAX,A06AB02,TABLET,30,116.18
721549012,DULCOLAX,A06AB02,TABLET,200,436.76
721549013,DULCOLAX,A06AB02,TABLET,10,42.06
721549014,DULCOLAX,A06AB02,TABLET,60,166.84
721549015,DULCOLAX,A06AB02,TABLET,40,
721550001,ADCO-ROPIVACAINE,N01BB09,INFUSION,1,936.61
721551001,DISC AMILORIDE (SECTION,C03DB01,TABLET,28,
721552001,DISC PEPTAZOL,A02BC02,TABLET,15,
721552002,PEPTAZOL,A02BC02,TABLET,14,57.72
721553001,PEPTAZOL,A02BC02,TABLET,30,193.95
721554001,SILDENAFIL CIPLA,G04BE03,TABLET,4,82.93
721558001,DISC SUPPORTAN,V06DB00,SACHET,7,262.14
721559001,BRUNABLOCK SPF 30+,D02BA00,CREAM,50,88.22
721560001,BOOST B12 160 SPRAYS,B03BA01,SPRAYS ORAL SYSTEMIC,1,141.45
721561001,DLUX 1000,A11CC05,SPRAYS ORAL SYSTEMIC,1,105.8
721563001,MINOXIDIL USP/EP,D11AX01,POWDER (GALENICAL),7.2,
721563002,MINOXIDIL USP/EP,D11AX01,POWDER (GALENICAL),18,
721563003,MINOXIDIL USP/EP,D11AX01,POWDER (GALENICAL),1,
721563004,MINOXIDIL USP/EP,D11AX01,POWDER (GALENICAL),3,
721566001,SILVERGEL,D08AL30,JEL TOPICAL EXTERNAL,50,
721567001,SILVER,R01AX10,NOSE DROPS,1,
721568001,SILVER,S01XA00,OPHTHALMIC DROPS,1,
721569001,SILVER,S02DC00,EAR DROPS,1,
721570001,SILVER THROAT,R02AX00,SPRAYS ORAL TOPICAL,1,
721571001,VAGIFEM,G03CA03,VAGINAL TABLET,18,426.81
721572001,ORIGINAL STOMACH,Z01AA05,POWDER,25,
721574001,MONTELUKAST UNICORN,R03DC03,CHEW TABLET,28,203.57
721575001,MONTELUKAST UNICORN,R03DC03,CHEW TABLET,28,203.57
721576001,DISC LOCYCARE NAIL,D02AX00,GELS ORAL SYSTEMIC,15,
721577001,DISC METOPIRONE (SECTION,V04CD01,CAPSULE,100,16202.81
721578001,NEXOMEP,A02BC05,TABLET,28,281.95
721579001,NEXOMEP,A02BC05,TABLET,28,426.85
721580001,IODISED THROAT,R02AA19,LOZENGE,24,18.02
721580002,IODISED THROAT,R02AA19,LOZENGE,600,
721580003,IODISED THROAT,R02AA19,LOZENGE,1000,
721585001,OPDIVO (SECTION 21),L01FF01,INFUSION,1,15893
721586001,OPDIVO (SECTION 21),L01FF01,INFUSION,1,35949
721587001,NUBAN,D06AX09,OINTMENT,15,79.27
721588001,BISOPROLOL CO UNICORN,C07BB07,TABLET,30,110.66
721589001,BISOPROLOL CO UNICORN,C07BB07,TABLET,30,113.21
721590003,MEMORX FLAVOURED,V03AX00,SYRUP,200,225.41
721590004,MEMORX FLAVOURED,V03AX00,SYRUP,450,305.72
721591001,MEMORX FLAVOURED,V03AX00,TABLET,60,
721592001,JALRA,A10BH02,TABLET,28,80.43
721592002,JALRA,A10BH02,TABLET,56,160.87
721593001,COPALIA,C09DB01,TABLET,28,169.54
721594001,COPALIA,C09DB01,TABLET,28,199.44
721595001,NORVIR,J05AE03,TABLET,60,84.44
721596001,SEEBRI BREEZHALER,R03BB06,KIT,1,403.88
721597001,LIVER SUPPORT,A05BA00,CAPSULE,30,
721597002,LIVER SUPPORT,A05BA00,CAPSULE,60,
721598001,CLICKS CALCIUM FORTE WITH VITA,A12AX00,TABLET,30,111.98
721599001,DISC ZUCAN,J02AC01,INFUSION,1,
721600001,DISC ZUCAN,J02AC01,INFUSION,1,
721601001,LIPOSIC,S01XA00,OPHTHALMIC GEL,1,73.77
721606001,LEVETTE,G03AA07,TABLET,28,101.88
721609001,RHEUMALEF,L04AK01,TABLET,30,715.5
721610001,RHEUMALEF,L04AK01,TABLET,30,715.5
721611028,DISC DUPHALAC,A06AD11,SYRUP,500,
721611045,DUPHALAC,A06AD11,SYRUP,200,52.79
721612001,DISC LIPIODOL ULTRA FLUID,V08AD01,INJECTION,1,8850
721614001,COMPLETE OMEGA-3 SOFTGELS,C10AX06,CAPSULE,60,
721615001,DISC CO-ENZYME Q10 SOFTG,C01EB09,CAPSULE,60,235.87
721616001,DEHRIN,R06AX27,SYRUP,120,185.12
721616002,DEHRIN,R06AX27,SYRUP,150,231.4
721616003,DEHRIN,R06AX27,SYRUP,60,92.54
721617001,COGNI-SERINE SF (WAS SMART PS),A11AA03,CAPSULE,90,706.1
721617002,COGNI-SERINE SF (WAS SMART PS),A11AA03,CAPSULE,60,483
721618001,DISC RELIHALE,R01AX30,NASAL INH CAP TOPICA,10,32.73
721619001,JARDIANCE,A10BK03,TABLET,30,527.74
721620001,CICLOVENT 60 DOSE,R03BA08,INHALER,1,135.44
721621001,CICLOVENT 60 DOSE,R03BA08,INHALER,1,82.02
721622001,DISC ISOKET (SECTION 21),C01DA08,INJECTION,10,772.73
721623001,AUSTELL ALLOPURINOL,M04AA01,TABLET,30,32.58
721623002,AUSTELL ALLOPURINOL,M04AA01,TABLET,100,108.61
721624001,AUSTELL ALLOPURINOL,M04AA01,TABLET,30,82.72
721624002,AUSTELL ALLOPURINOL,M04AA01,TABLET,100,275.72
721625001,AUSTELL ENALAPRIL,C09AA02,TABLET,30,39.36
721626001,AUSTELL ENALAPRIL,C09AA02,TABLET,30,62.35
721627001,AUSTELL ENALAPRIL,C09AA02,TABLET,30,105.18
721628001,FOSAVANCE 5600,M05BB03,TABLET,4,367.79
721629001,ABECARD,C09CA06,TABLET,30,168.25
721630001,ABECARD,C09CA06,TABLET,30,168.25
721631001,ABECARD,C09CA06,TABLET,30,168.25
721632001,FRESUBIN CLEAR THICKENER,Z01AP03,POWDER,150,
721634001,DISC FRESUBIN THICKENED,Z01AP03,LIQUID,1,42.47
721635001,CIRCADIN,N05CH01,TABLET,30,405.06
721636001,DISC KLOREF (SECTION 21),A09AB02,EFFERVESCENT TABLET,30,638.4
721637001,BIONASE,R01AX10,NASAL SPRAY,1,76.6
721639001,DISC BIONASE,R01AX10,NASAL SPRAY,1,121.42
721641001,FABUPHARM CALAMINE (NAMIBIA),D04AX00,LOTION,100,19.94
721641002,FABUPHARM CALAMINE (NAMIBIA),D04AX00,LOTION,200,29.3
721642001,VITAMIN C,A11GA01,EFFERVESCENT TABLET,20,
721643001,VITAMIN B12 CURE,B03BA01,UNIT DOSE ORAL LIQ,7,204.3
721643003,VITAMIN B12 CURE,B03BA01,UNIT DOSE ORAL LIQ,1,33.32
721643004,VITAMIN B12 CURE,B03BA01,UNIT DOSE ORAL LIQ,12,
721644001,CLICKS A-Z BODY AND MVIT,A11BA01,KIT,1,94.89
721645001,ALKALINITY UP ALKALINE,A02AH00,POWDER,225,146.64
721647001,PARACETAMOL BIOTECH IV,N02BE01,INFUSION,1,21.49
721648001,DISC PIRFENEX (SECTION 2,L04AX05,TABLET,30,125
721649001,DISC HARVONI (SECTION 21,J05AP51,FILM COATED TABLET,28,41507.86
721650001,ESTER C (NAMIBIA),A11GA01,EFFERVESCENT TABLET,20,113.91
721651001,DEOVIT (NAMIBIA),A11AA03,CAPSULE,30,148.49
721652001,ZYLENA,N05AH03,FILM COATED TABLET,30,294.4
721653001,ZYLENA,N05AH03,FILM COATED TABLET,30,354.2
721655001,AQUEOUS CREAM,D02AC00,CREAM,500,13.23
